Entity,Code,Year,"Peas, dry | 00000187 || Production | 005510 || tonnes"
Czechia,CZE,1996,120139
Czechia,CZE,1997,93015
Czechia,CZE,1998,121789
Czechia,CZE,1999,105382
Czechia,CZE,2000,75256
Czechia,CZE,2001,82538
Czechia,CZE,2002,56145
Czechia,CZE,2003,53736
Czechia,CZE,2004,71962
Czechia,CZE,2005,78756
Czechia,CZE,2006,71540
Czechia,CZE,2007,55002
Czechia,CZE,2008,40900
Czechia,CZE,2009,51866
Czechia,CZE,2010,48242
Czechia,CZE,2011,52341
Czechia,CZE,2012,30710
Czechia,CZE,2013,30700
Czechia,CZE,2014,42748
Czechia,CZE,2015,78161
Czechia,CZE,2016,68703
Czechia,CZE,2017,87322.52
Czechia,CZE,2018,70560
Czechia,CZE,2019,67340
Czechia,CZE,2020,84860
Czechia,CZE,2021,104420
Czechoslovakia,OWID_CZS,1961,35778
Czechoslovakia,OWID_CZS,1962,40939
Czechoslovakia,OWID_CZS,1963,53565
Czechoslovakia,OWID_CZS,1964,58593
Czechoslovakia,OWID_CZS,1965,64107
Czechoslovakia,OWID_CZS,1966,51577
Czechoslovakia,OWID_CZS,1967,50402
Czechoslovakia,OWID_CZS,1968,17269
Czechoslovakia,OWID_CZS,1969,23789
Czechoslovakia,OWID_CZS,1970,22669
Czechoslovakia,OWID_CZS,1971,22334
Czechoslovakia,OWID_CZS,1972,15745
Czechoslovakia,OWID_CZS,1973,15882
Czechoslovakia,OWID_CZS,1974,34828
Czechoslovakia,OWID_CZS,1975,43684
Czechoslovakia,OWID_CZS,1976,36598
Czechoslovakia,OWID_CZS,1977,43711
Czechoslovakia,OWID_CZS,1978,58927
Czechoslovakia,OWID_CZS,1979,39481
Czechoslovakia,OWID_CZS,1980,77264
Czechoslovakia,OWID_CZS,1981,71826
Czechoslovakia,OWID_CZS,1982,97020
Czechoslovakia,OWID_CZS,1983,151295
Czechoslovakia,OWID_CZS,1984,181456
Czechoslovakia,OWID_CZS,1985,163706
Czechoslovakia,OWID_CZS,1986,176100
Czechoslovakia,OWID_CZS,1987,175281
Czechoslovakia,OWID_CZS,1988,211542
Czechoslovakia,OWID_CZS,1989,177912
Czechoslovakia,OWID_CZS,1990,199776
Czechoslovakia,OWID_CZS,1991,235492
Czechoslovakia,OWID_CZS,1992,321384
Democratic Republic of Congo,COD,1961,800
Democratic Republic of Congo,COD,1962,800
Democratic Republic of Congo,COD,1963,800
Democratic Republic of Congo,COD,1964,800
Democratic Republic of Congo,COD,1965,800
Democratic Republic of Congo,COD,1966,800
Democratic Republic of Congo,COD,1967,800
Democratic Republic of Congo,COD,1968,800
Democratic Republic of Congo,COD,1969,800
Democratic Republic of Congo,COD,1970,800
Democratic Republic of Congo,COD,1971,800
Democratic Republic of Congo,COD,1972,800
Democratic Republic of Congo,COD,1973,800
Democratic Republic of Congo,COD,1974,800
Democratic Republic of Congo,COD,1975,800
Democratic Republic of Congo,COD,1976,800
Democratic Republic of Congo,COD,1977,900
Democratic Republic of Congo,COD,1978,900
Democratic Republic of Congo,COD,1979,900
Democratic Republic of Congo,COD,1980,900
Democratic Republic of Congo,COD,1981,900
Democratic Republic of Congo,COD,1982,900
Democratic Republic of Congo,COD,1983,900
Democratic Republic of Congo,COD,1984,900
Democratic Republic of Congo,COD,1985,900
Democratic Republic of Congo,COD,1986,900
Democratic Republic of Congo,COD,1987,900
Democratic Republic of Congo,COD,1988,900
Democratic Republic of Congo,COD,1989,900
Democratic Republic of Congo,COD,1990,996
Democratic Republic of Congo,COD,1991,759.31
Democratic Republic of Congo,COD,1992,806.03
Democratic Republic of Congo,COD,1993,852.93
Democratic Republic of Congo,COD,1994,911.03
Democratic Republic of Congo,COD,1995,953
Democratic Republic of Congo,COD,1996,994
Democratic Republic of Congo,COD,1997,1037
Democratic Republic of Congo,COD,1998,1081
Democratic Republic of Congo,COD,1999,1127
Democratic Republic of Congo,COD,2000,1175
Democratic Republic of Congo,COD,2001,1226
Democratic Republic of Congo,COD,2002,1280
Democratic Republic of Congo,COD,2003,1290
Democratic Republic of Congo,COD,2004,1300
Democratic Republic of Congo,COD,2005,1310
Democratic Republic of Congo,COD,2006,1320
Democratic Republic of Congo,COD,2007,1340
Democratic Republic of Congo,COD,2008,1340
Democratic Republic of Congo,COD,2009,1350
Democratic Republic of Congo,COD,2010,1360
Democratic Republic of Congo,COD,2011,1380
Democratic Republic of Congo,COD,2012,1346
Democratic Republic of Congo,COD,2013,1359
Democratic Republic of Congo,COD,2014,1372
Democratic Republic of Congo,COD,2015,1374
Democratic Republic of Congo,COD,2016,1392.61
Democratic Republic of Congo,COD,2017,1411
Democratic Republic of Congo,COD,2018,1424
Democratic Republic of Congo,COD,2019,1437
Democratic Republic of Congo,COD,2020,1450
Democratic Republic of Congo,COD,2021,1463
Denmark,DNK,1961,12000
Denmark,DNK,1962,9000
Denmark,DNK,1963,10000
Denmark,DNK,1964,10000
Denmark,DNK,1965,8000
Denmark,DNK,1966,5000
Denmark,DNK,1967,9000
Denmark,DNK,1968,13000
Denmark,DNK,1969,3000
Denmark,DNK,1970,9000
Denmark,DNK,1971,13000
Denmark,DNK,1972,6306
Denmark,DNK,1973,2361
Denmark,DNK,1974,5863
Denmark,DNK,1975,6802
Denmark,DNK,1976,5244
Denmark,DNK,1977,6598
Denmark,DNK,1978,8068
Denmark,DNK,1979,9161
